,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
2006-01-19 00:00:00,-0.0,D,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,14.0,51.0
2006-01-04 00:00:00,-0.0,U,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,14.48,52.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,53.0
2004-06-25 00:00:00,-0.0,N,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,54.0
2006-04-03 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,13.76,55.0
2006-03-28 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/attractive,-0.0,56.0
2006-03-28 00:00:00,-0.0,D,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,57.0
2006-03-15 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,12.34,58.0
2006-02-23 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,14.24,59.0
2006-02-17 00:00:00,-0.0,D,-2147483648,,Credit Suisse,12 month,1,underperform,12.58,60.0
2006-02-15 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,14.48,61.0
2006-02-15 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,11.87,62.0
2006-02-01 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,Not Provided,3,hold,12.1,63.0
2006-01-26 00:00:00,-0.0,D,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,64.0
2006-01-19 00:00:00,-0.0,D,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,14.0,65.0
2006-01-04 00:00:00,-0.0,U,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,14.48,66.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,67.0
2004-06-25 00:00:00,-0.0,N,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,68.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,69.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,16.14,70.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,14.95,71.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,18.99,72.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,73.0
2006-05-10 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,19.46,74.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,75.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,76.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,15.43,77.0
2006-05-09 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,17.56,78.0
2006-05-09 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,19.46,79.0
2006-03-28 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/attractive,-0.0,80.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,81.0
2004-06-25 00:00:00,-0.0,N,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,82.0
2006-06-26 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/attractive,17.32,83.0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,84.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,85.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,16.14,86.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,14.95,87.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,18.99,88.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,89.0
2006-05-10 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,19.46,90.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,91.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,92.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,15.43,93.0
2006-05-09 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,17.56,94.0
2006-05-09 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,19.46,95.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,96.0
2004-06-25 00:00:00,-0.0,N,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,97.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,98.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,16.14,99.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/attractive,17.56,100.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,15.19,101.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,18.99,102.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,103.0
2006-07-27 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,19.94,104.0
2006-07-26 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,18.99,105.0
2006-07-24 00:00:00,-0.0,D,-2147483648,,J.P. Morgan,Not Provided,3,neutral,-0.0,106.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,20.17,107.0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,108.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,109.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,110.0
2006-05-09 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,19.46,111.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,112.0
2006-08-18 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,18.99,113.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,114.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,16.14,115.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/attractive,17.56,116.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,15.19,117.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,118.0
2006-07-27 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,19.94,119.0
2006-07-26 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,18.99,120.0
2006-07-24 00:00:00,-0.0,D,-2147483648,,J.P. Morgan,Not Provided,3,neutral,-0.0,121.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,20.17,122.0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,123.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,124.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,125.0
2006-05-09 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,19.46,126.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,127.0
2006-09-19 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,18.99,128.0
2006-09-18 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,129.0
2006-09-07 00:00:00,-0.0,N,-2147483648,,EVA Dimensions,Not Provided,3,hold,-0.0,130.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,16.14,131.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/attractive,17.56,132.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,15.19,133.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,134.0
2006-07-27 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,19.94,135.0
2006-07-26 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,18.99,136.0
2006-07-24 00:00:00,-0.0,D,-2147483648,,J.P. Morgan,Not Provided,3,neutral,-0.0,137.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,20.17,138.0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,139.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,140.0
2006-05-10 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,141.0
2006-05-09 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,19.46,142.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,143.0
2006-10-31 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,16.14,144.0
2006-10-26 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,15.66,145.0
2006-10-26 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,146.0
2006-10-26 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,19.94,147.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,18.99,148.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,18.51,149.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,15.19,150.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,151.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,152.0
2006-10-24 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,18.99,153.0
2006-10-16 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,18.51,154.0
2006-10-03 00:00:00,-0.0,U,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,155.0
2006-09-07 00:00:00,-0.0,N,-2147483648,,EVA Dimensions,Not Provided,3,hold,-0.0,156.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/attractive,17.56,157.0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,158.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,159.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,160.0
2006-11-30 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,18.99,161.0
2006-11-30 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,16.14,162.0
2006-11-29 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,163.0
2006-11-22 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,19.94,164.0
2006-11-02 00:00:00,-0.0,U,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,165.0
2006-10-26 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,15.66,166.0
2006-10-26 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,167.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,18.99,168.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,18.51,169.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,15.19,170.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,171.0
2006-10-16 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,18.51,172.0
2006-10-03 00:00:00,-0.0,U,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,173.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/attractive,17.56,174.0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,175.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,176.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,177.0
2006-12-31 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,178.0
2006-12-20 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,18.99,179.0
2006-12-06 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,16.14,180.0
2006-12-04 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,181.0
2006-11-22 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,19.94,182.0
2006-11-02 00:00:00,-0.0,U,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,183.0
2006-10-26 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,15.66,184.0
2006-10-26 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,185.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,18.99,186.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,18.51,187.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,15.19,188.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,189.0
2006-10-16 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,18.51,190.0
2006-10-03 00:00:00,-0.0,U,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,191.0
2006-07-27 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/attractive,17.56,192.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,193.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,194.0
2007-01-24 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,16.85,195.0
2007-01-17 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,15.19,196.0
2007-01-16 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,18.99,197.0
2007-01-16 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,15.66,198.0
2007-01-12 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,16.85,199.0
2006-12-31 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,200.0
2006-12-04 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,-0.0,201.0
2006-11-22 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,19.94,202.0
2006-11-02 00:00:00,-0.0,U,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,203.0
2006-10-26 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,15.66,204.0
2006-10-26 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,205.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,18.99,206.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,207.0
2006-10-16 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,18.51,208.0
2006-10-03 00:00:00,-0.0,U,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,209.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,210.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,211.0
2007-02-16 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,16.38,212.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,17.32,213.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,18.51,214.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,19.22,215.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,216.0
2007-02-15 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,21.83,217.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,17.56,218.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,16.38,219.0
2007-02-14 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,18.99,220.0
2007-02-05 00:00:00,-0.0,M,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,221.0
2007-01-12 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,16.85,222.0
2006-12-31 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,223.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,224.0
2006-10-16 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,18.51,225.0
2006-10-03 00:00:00,-0.0,U,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,226.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,3,hold,17.32,227.0
2005-05-12 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,228.0
2007-03-29 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,17.56,229.0
2007-03-13 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/Attractive,19.94,230.0
2007-02-16 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/positive,16.38,231.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,1,underperform,17.32,232.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,UBS,12 month,5,buy 2,18.51,233.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,19.22,234.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,235.0
2007-02-15 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,21.83,236.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,3,market perform,16.38,237.0
2007-02-14 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,18.99,238.0
2007-02-05 00:00:00,-0.0,M,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,239.0
2007-01-12 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,16.85,240.0
2006-12-31 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,241.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Stanford Group,12 month,3,hold,15.43,242.0
2006-10-03 00:00:00,-0.0,U,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,243.0
