,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,59.0
2006-06-26 00:00:00,-0.0,N,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,60.0
2006-06-09 00:00:00,-0.0,N,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,61.0
2006-05-26 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0,62.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,63.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,5,outperform,54.0,64.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,1,Underwt/Cautious,42.5,65.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,3,neutral,53.5,66.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Needham & Co,Not Provided,3,hold,-0.0,67.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,57.5,68.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,3,hold,47.5,69.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,50.0,70.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,71.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,72.0
2006-08-01 00:00:00,-0.0,N,-2147483648,,Gleacher & Company,Not Provided,1,sell,37.5,73.0
2006-07-31 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,3,neutral,53.5,74.0
2006-07-27 00:00:00,-0.0,N,-2147483648,,Canaccord Genuity,Not Provided,3,hold,47.5,75.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,3,market perform,54.0,76.0
2006-07-14 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,57.5,77.0
2006-07-13 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,54.0,78.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0,79.0
2006-06-26 00:00:00,-0.0,N,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,80.0
2006-06-09 00:00:00,-0.0,N,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,81.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,82.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,1,Underwt/Cautious,42.5,83.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Needham & Co,Not Provided,3,hold,-0.0,84.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,3,hold,47.5,85.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,86.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,87.0
2006-08-24 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,1,Underwt/Cautious,42.5,88.0
2006-08-17 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,5,buy,56.0,89.0
2006-08-16 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,3,market perform,50.0,90.0
2006-08-16 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,55.0,91.0
2006-08-11 00:00:00,-0.0,U,-2147483648,,Davenport & Co,Not Provided,5,buy,50.0,92.0
2006-08-03 00:00:00,-0.0,U,-2147483648,,Needham & Co,12 month,5,buy,54.0,93.0
2006-08-03 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,60.0,94.0
2006-08-03 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0,95.0
2006-08-03 00:00:00,-0.0,M,-2147483648,,Gleacher & Company,Not Provided,1,sell,37.5,96.0
2006-08-03 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,12 month,5,buy,55.09,97.0
2006-08-02 00:00:00,-0.0,M,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,98.0
2006-07-27 00:00:00,-0.0,N,-2147483648,,Canaccord Genuity,Not Provided,3,hold,47.5,99.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,100.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,3,hold,47.5,101.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,102.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,103.0
2006-09-28 00:00:00,-0.0,M,-2147483648,,Gleacher & Company,Not Provided,1,sell,37.5,104.0
2006-09-27 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0,105.0
2006-09-25 00:00:00,-0.0,M,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,106.0
2006-09-19 00:00:00,-0.0,M,-2147483648,,Needham & Co,12 month,5,buy,49.0,107.0
2006-09-15 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,3,market perform,50.0,108.0
2006-09-15 00:00:00,-0.0,N,-2147483648,,Baird,Not Provided,3,neutral,45.0,109.0
2006-09-07 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,3,hold,48.0,110.0
2006-08-24 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,1,Underwt/Cautious,42.5,111.0
2006-08-17 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,5,buy,56.0,112.0
2006-08-16 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,55.0,113.0
2006-08-11 00:00:00,-0.0,U,-2147483648,,Davenport & Co,Not Provided,5,buy,50.0,114.0
2006-08-03 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,60.0,115.0
2006-08-03 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,12 month,5,buy,55.09,116.0
2006-07-27 00:00:00,-0.0,N,-2147483648,,Canaccord Genuity,Not Provided,3,hold,47.5,117.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,118.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,119.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,120.0
2006-11-01 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,5,buy,56.0,121.0
2006-11-01 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,60.0,122.0
2006-10-30 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0,123.0
2006-10-30 00:00:00,-0.0,R,-2147483648,,Gleacher & Company,Not Provided,1,sell,37.5,124.0
2006-10-20 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Cautious,43.0,125.0
2006-10-11 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,3,market perform,50.0,126.0
2006-09-25 00:00:00,-0.0,M,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,127.0
2006-09-19 00:00:00,-0.0,M,-2147483648,,Needham & Co,12 month,5,buy,49.0,128.0
2006-09-15 00:00:00,-0.0,N,-2147483648,,Baird,Not Provided,3,neutral,45.0,129.0
2006-09-07 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,3,hold,48.0,130.0
2006-08-16 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,55.0,131.0
2006-08-11 00:00:00,-0.0,U,-2147483648,,Davenport & Co,Not Provided,5,buy,50.0,132.0
2006-08-03 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,12 month,5,buy,55.09,133.0
2006-07-27 00:00:00,-0.0,N,-2147483648,,Canaccord Genuity,Not Provided,3,hold,47.5,134.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,135.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,136.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,137.0
2006-12-01 00:00:00,-0.0,M,-2147483648,,Canaccord Genuity,Not Provided,5,buy,51.5,138.0
2006-12-01 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,-0.0,139.0
2006-11-16 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,60.0,140.0
2006-11-09 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,3,market perform,50.0,141.0
2006-11-02 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Cautious,45.0,142.0
2006-11-02 00:00:00,-0.0,M,-2147483648,,Needham & Co,12 month,5,buy,50.0,143.0
2006-11-02 00:00:00,-0.0,M,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,144.0
2006-11-02 00:00:00,-0.0,M,-2147483648,,Baird,Not Provided,3,neutral,49.0,145.0
2006-11-02 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,146.0
2006-11-02 00:00:00,-0.0,R,-2147483648,,Gleacher & Company,Not Provided,1,sell,37.5,147.0
2006-11-01 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,5,buy,56.0,148.0
2006-09-07 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,3,hold,48.0,149.0
2006-08-16 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,55.0,150.0
2006-08-03 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,12 month,5,buy,55.09,151.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,152.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,153.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,154.0
2006-12-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Cautious,48.0,155.0
2006-12-26 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,-0.0,156.0
2006-12-19 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,3,neutral,56.0,157.0
2006-12-15 00:00:00,-0.0,M,-2147483648,,Baird,Not Provided,3,neutral,47.0,158.0
2006-12-11 00:00:00,-0.0,U,-2147483648,,Soleil Securities,Not Provided,5,buy,58.0,159.0
2006-12-01 00:00:00,-0.0,M,-2147483648,,Canaccord Genuity,Not Provided,5,buy,51.5,160.0
2006-11-16 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,60.0,161.0
2006-11-09 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,3,market perform,50.0,162.0
2006-11-02 00:00:00,-0.0,M,-2147483648,,Needham & Co,12 month,5,buy,50.0,163.0
2006-11-02 00:00:00,-0.0,M,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,164.0
2006-11-02 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,165.0
2006-11-02 00:00:00,-0.0,R,-2147483648,,Gleacher & Company,Not Provided,1,sell,37.5,166.0
2006-11-01 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,5,buy,56.0,167.0
2006-08-16 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,55.0,168.0
2006-08-03 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,12 month,5,buy,55.09,169.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,170.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,171.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,172.0
2007-01-23 00:00:00,-0.0,M,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,173.0
2007-01-19 00:00:00,-0.0,N,-2147483648,,JMP Securities,12 month,4,market outperform,60.0,174.0
2007-01-18 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,65.0,175.0
2007-01-12 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,3,market perform,50.0,176.0
2007-01-09 00:00:00,-0.0,R,-2147483648,,Gleacher & Company,Not Provided,1,sell,37.5,177.0
2007-01-08 00:00:00,-0.0,D,-2147483648,,D.A. Davidson & Co,18 month,3,neutral,56.0,178.0
2006-12-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Cautious,48.0,179.0
2006-12-26 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,-0.0,180.0
2006-12-19 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,3,neutral,56.0,181.0
2006-12-15 00:00:00,-0.0,M,-2147483648,,Baird,Not Provided,3,neutral,47.0,182.0
2006-12-11 00:00:00,-0.0,U,-2147483648,,Soleil Securities,Not Provided,5,buy,58.0,183.0
2006-12-01 00:00:00,-0.0,M,-2147483648,,Canaccord Genuity,Not Provided,5,buy,51.5,184.0
2006-11-02 00:00:00,-0.0,M,-2147483648,,Needham & Co,12 month,5,buy,50.0,185.0
2006-11-02 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,186.0
2006-08-16 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,55.0,187.0
2006-08-03 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,12 month,5,buy,55.09,188.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,189.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,190.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,191.0
2007-03-01 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,3,neutral,60.0,192.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,3,market perform,62.0,193.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Cautious,58.0,194.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Needham & Co,Not Provided,3,hold,-0.0,195.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,196.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Baird,Not Provided,3,neutral,60.0,197.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,-0.0,198.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,JMP Securities,12 month,4,market outperform,68.0,199.0
2007-02-15 00:00:00,-0.0,R,-2147483648,,Gleacher & Company,Not Provided,1,sell,46.0,200.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,5,buy,65.0,201.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,62.22,202.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,60.0,203.0
2007-02-14 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,3,neutral,63.0,204.0
2007-02-14 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,70.0,205.0
2007-02-13 00:00:00,-0.0,N,-2147483648,,FTN Equity Capital Markets Corp.,Not Provided,3,neutral,-0.0,206.0
2006-12-01 00:00:00,-0.0,M,-2147483648,,Canaccord Genuity,Not Provided,5,buy,51.5,207.0
2006-11-02 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,208.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,209.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,210.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,211.0
2007-03-29 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,70.0,212.0
2007-03-26 00:00:00,-0.0,M,-2147483648,,Baird,Not Provided,3,neutral,60.0,213.0
2007-03-21 00:00:00,-0.0,M,-2147483648,,JMP Securities,12 month,4,market outperform,68.0,214.0
2007-03-15 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,3,market perform,62.0,215.0
2007-03-06 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,64.93,216.0
2007-03-01 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,3,neutral,60.0,217.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Cautious,58.0,218.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Needham & Co,Not Provided,3,hold,-0.0,219.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,220.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,-0.0,221.0
2007-02-15 00:00:00,-0.0,R,-2147483648,,Gleacher & Company,Not Provided,1,sell,46.0,222.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,5,buy,65.0,223.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,60.0,224.0
2007-02-14 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,3,neutral,63.0,225.0
2007-02-13 00:00:00,-0.0,N,-2147483648,,FTN Equity Capital Markets Corp.,Not Provided,3,neutral,-0.0,226.0
2006-12-01 00:00:00,-0.0,M,-2147483648,,Canaccord Genuity,Not Provided,5,buy,51.5,227.0
2006-11-02 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,228.0
2006-05-23 00:00:00,-0.0,N,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,229.0
2005-12-12 00:00:00,-0.0,D,-2147483648,,William Blair & Co,Not Provided,3,market perform,-0.0,230.0
2005-06-01 00:00:00,-0.0,M,-2147483648,,Kansas City Capital Associates,Not Provided,5,buy,-0.0,231.0
2007-05-01 00:00:00,-0.0,M,-2147483648,,D.A. Davidson & Co,18 month,3,neutral,63.0,232.0
2007-05-01 00:00:00,-0.0,R,-2147483648,,Gleacher & Company,Not Provided,1,sell,46.0,233.0
2007-04-30 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,-0.0,234.0
2007-04-19 00:00:00,-0.0,M,-2147483648,,JMP Securities,12 month,4,market outperform,68.0,235.0
2007-04-17 00:00:00,-0.0,N,-2147483648,,CIBC World Markets,Not Provided,5,sector outperform,67.0,236.0
2007-04-05 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,3,equalwt/neutral,60.0,237.0
2007-03-29 00:00:00,-0.0,M,-2147483648,,Dougherty & Company LLC,12 month,5,buy,70.0,238.0
2007-03-26 00:00:00,-0.0,M,-2147483648,,Baird,Not Provided,3,neutral,60.0,239.0
2007-03-06 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,64.93,240.0
2007-03-01 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,3,neutral,60.0,241.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Cautious,58.0,242.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Needham & Co,Not Provided,3,hold,-0.0,243.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Pacific Crest Securities,Not Provided,3,sector perform,-0.0,244.0
