,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,145.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,5,buy,79.0,146.0
2006-05-17 00:00:00,-0.0,U,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,85.0,147.0
2006-05-15 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,5,Overwt/Attractive,86.0,148.0
2006-05-02 00:00:00,-0.0,M,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,149.0
2006-05-01 00:00:00,-0.0,M,-2147483648,,"Burns, Gustus & Company",Not Provided,1,sell,66.5,150.0
2006-04-26 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,151.0
2006-04-26 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/positive,82.0,152.0
2006-04-24 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,81.0,153.0
2006-04-24 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,12 month,5,buy,79.0,154.0
2006-04-24 00:00:00,-0.0,D,-2147483648,,Credit Suisse,12 month,3,neutral,80.0,155.0
2006-04-24 00:00:00,-0.0,M,-2147483648,,UBS,12 month,3,neutral 2,70.0,156.0
2006-04-24 00:00:00,-0.0,R,-2147483648,,Jefferies,12 month,5,buy,78.0,157.0
2006-04-24 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,158.0
2006-04-24 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,88.0,159.0
2006-04-24 00:00:00,-0.0,U,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,160.0
2005-10-24 00:00:00,-0.0,M,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,161.0
2005-08-09 00:00:00,-0.0,N,-2147483648,,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0,162.0
2005-08-04 00:00:00,-0.0,M,-2147483648,,First Global Stockbroking,Not Provided,5,buy,47.5,163.0
2005-07-25 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,164.0
2005-04-27 00:00:00,-0.0,M,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,165.0
2005-03-03 00:00:00,-0.0,D,-2147483648,,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,166.0
2006-07-25 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,167.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,5,outperf/attractive,86.0,168.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,81.0,169.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,12 month,5,buy,79.0,170.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,85.0,171.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,172.0
2006-07-24 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,93.0,173.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,174.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,12 month,5,buy,87.14,175.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/positive,91.0,176.0
2006-07-23 00:00:00,-0.0,M,-2147483648,,UBS,12 month,3,neutral 2,73.0,177.0
2006-07-21 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,3,neutral,80.0,178.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,5,Overwt/Attractive,100.0,179.0
2006-06-22 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,5,buy,76.0,180.0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,181.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,5,buy,79.0,182.0
2006-05-02 00:00:00,-0.0,M,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,183.0
2006-04-24 00:00:00,-0.0,R,-2147483648,,Jefferies,12 month,5,buy,78.0,184.0
2005-10-24 00:00:00,-0.0,M,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,185.0
2005-08-09 00:00:00,-0.0,N,-2147483648,,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0,186.0
2005-08-04 00:00:00,-0.0,M,-2147483648,,First Global Stockbroking,Not Provided,5,buy,47.5,187.0
2005-07-25 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,188.0
2005-04-27 00:00:00,-0.0,M,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,189.0
2005-03-03 00:00:00,-0.0,D,-2147483648,,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,190.0
2006-09-01 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,81.0,191.0
2006-08-03 00:00:00,-0.0,M,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,192.0
2006-07-25 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,193.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,5,outperf/attractive,86.0,194.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,12 month,5,buy,79.0,195.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,85.0,196.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,197.0
2006-07-24 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,93.0,198.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,199.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,12 month,5,buy,87.14,200.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/positive,91.0,201.0
2006-07-23 00:00:00,-0.0,M,-2147483648,,UBS,12 month,3,neutral 2,73.0,202.0
2006-07-21 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,3,neutral,80.0,203.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,5,Overwt/Attractive,100.0,204.0
2006-06-22 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,5,buy,76.0,205.0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,206.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,5,buy,79.0,207.0
2006-04-24 00:00:00,-0.0,R,-2147483648,,Jefferies,12 month,5,buy,78.0,208.0
2005-10-24 00:00:00,-0.0,M,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,209.0
2005-08-09 00:00:00,-0.0,N,-2147483648,,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0,210.0
2005-08-04 00:00:00,-0.0,M,-2147483648,,First Global Stockbroking,Not Provided,5,buy,47.5,211.0
2005-07-25 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,212.0
2005-04-27 00:00:00,-0.0,M,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,213.0
2005-03-03 00:00:00,-0.0,D,-2147483648,,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,214.0
2006-09-28 00:00:00,-0.0,R,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,93.0,215.0
2006-09-27 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,81.0,216.0
2006-09-27 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 2,73.0,217.0
2006-09-27 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,5,buy,85.0,218.0
2006-09-27 00:00:00,-0.0,M,-2147483648,,Raymond James,Not Provided,3,market perform,-0.0,219.0
2006-09-22 00:00:00,-0.0,M,-2147483648,,Soleil Securities,Not Provided,5,buy,83.0,220.0
2006-09-18 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,221.0
2006-09-12 00:00:00,-0.0,N,-2147483648,,S&P Capital IQ,Not Provided,5,strong buy,89.0,222.0
2006-08-03 00:00:00,-0.0,M,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,223.0
2006-07-25 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,224.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,5,outperf/attractive,86.0,225.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,12 month,5,buy,79.0,226.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,12 month,5,buy,87.14,227.0
2006-07-24 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/positive,91.0,228.0
2006-07-21 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,3,neutral,80.0,229.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,5,Overwt/Attractive,100.0,230.0
2006-06-20 00:00:00,-0.0,N,-2147483648,,Tudor Pickering & Co,Not Provided,4,accumulate,-0.0,231.0
2006-05-17 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,5,buy,79.0,232.0
2006-04-24 00:00:00,-0.0,R,-2147483648,,Jefferies,12 month,5,buy,78.0,233.0
2005-10-24 00:00:00,-0.0,M,-2147483648,,J.P. Morgan,Not Provided,5,overweight,-0.0,234.0
2005-08-09 00:00:00,-0.0,N,-2147483648,,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0,235.0
2005-08-04 00:00:00,-0.0,M,-2147483648,,First Global Stockbroking,Not Provided,5,buy,47.5,236.0
2005-07-25 00:00:00,-0.0,N,-2147483648,,"Miller Tabak + Co., LLC",Not Provided,5,buy,-0.0,237.0
2005-04-27 00:00:00,-0.0,M,-2147483648,,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,238.0
2005-03-03 00:00:00,-0.0,D,-2147483648,,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,239.0
2006-10-24 00:00:00,-0.0,M,-2147483648,,EVA Dimensions,Not Provided,5,buy,-0.0,240.0
2006-10-23 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,5,buy/attractive,80.0,241.0
