,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
2006-04-28 00:00:00,-0.0,U,-2147483648,,Numis,Not Provided,4,add,-0.0,57.0
2006-04-27 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 2,13.26,58.0
2006-04-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/In-Line,12.16,59.0
2006-04-26 00:00:00,-0.0,M,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,28.0,60.0
2006-03-22 00:00:00,-0.0,N,-2147483648,,Stifel,Not Provided,3,hold,-0.0,61.0
2006-03-07 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,62.0
2006-02-23 00:00:00,-0.0,D,-2147483648,,CIBC World Markets,Not Provided,1,sector underperform,-0.0,63.0
2006-02-08 00:00:00,-0.0,U,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,-0.0,64.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,65.0
2005-11-21 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/neutral,-0.0,66.0
2005-11-21 00:00:00,-0.0,N,-2147483648,,MF Global Equities Research,Not Provided,5,buy,9.02,67.0
2005-11-18 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,68.0
2005-10-28 00:00:00,-0.0,M,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,5.24,69.0
2006-05-19 00:00:00,-0.0,M,-2147483648,,HSBC,Not Provided,3,neutral,10.64,70.0
2006-05-18 00:00:00,-0.0,D,-2147483648,,Dresdner Kleinwort,Not Provided,2,reduce,9.55,71.0
2006-05-08 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/cautious,-0.0,72.0
2006-05-03 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,13.82,73.0
2006-04-28 00:00:00,-0.0,U,-2147483648,,Numis,Not Provided,4,add,-0.0,74.0
2006-04-27 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 2,13.26,75.0
2006-04-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/In-Line,12.16,76.0
2006-04-26 00:00:00,-0.0,M,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,28.0,77.0
2006-03-22 00:00:00,-0.0,N,-2147483648,,Stifel,Not Provided,3,hold,-0.0,78.0
2006-03-07 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,79.0
2006-02-23 00:00:00,-0.0,D,-2147483648,,CIBC World Markets,Not Provided,1,sector underperform,-0.0,80.0
2006-02-08 00:00:00,-0.0,U,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,-0.0,81.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,82.0
2005-11-21 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/neutral,-0.0,83.0
2006-06-26 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/cautious,21.11,84.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,85.0
2006-06-14 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,86.0
2006-06-07 00:00:00,-0.0,M,-2147483648,,HSBC,Not Provided,3,neutral,10.53,87.0
2006-06-05 00:00:00,-0.0,N,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,9.96,88.0
2006-05-18 00:00:00,-0.0,D,-2147483648,,Dresdner Kleinwort,Not Provided,2,reduce,9.55,89.0
2006-05-03 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,13.82,90.0
2006-04-28 00:00:00,-0.0,U,-2147483648,,Numis,Not Provided,4,add,-0.0,91.0
2006-04-27 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 2,13.26,92.0
2006-04-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/In-Line,12.16,93.0
2006-04-26 00:00:00,-0.0,M,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,28.0,94.0
2006-03-22 00:00:00,-0.0,N,-2147483648,,Stifel,Not Provided,3,hold,-0.0,95.0
2006-02-23 00:00:00,-0.0,D,-2147483648,,CIBC World Markets,Not Provided,1,sector underperform,-0.0,96.0
2006-02-08 00:00:00,-0.0,U,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,-0.0,97.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,98.0
2005-11-21 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/neutral,-0.0,99.0
2006-07-31 00:00:00,-0.0,M,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,9.99,100.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/In-Line,11.37,101.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/cautious,21.45,102.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,10.44,103.0
2006-07-27 00:00:00,-0.0,U,-2147483648,,Numis,Not Provided,5,buy,13.04,104.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Bridgewell Securities Ltd,Not Provided,1,sell,-0.0,105.0
2006-07-03 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,12.88,106.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,107.0
2006-06-14 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,108.0
2006-06-07 00:00:00,-0.0,M,-2147483648,,HSBC,Not Provided,3,neutral,10.53,109.0
2006-04-26 00:00:00,-0.0,M,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,28.0,110.0
2006-03-22 00:00:00,-0.0,N,-2147483648,,Stifel,Not Provided,3,hold,-0.0,111.0
2006-02-23 00:00:00,-0.0,D,-2147483648,,CIBC World Markets,Not Provided,1,sector underperform,-0.0,112.0
2006-02-08 00:00:00,-0.0,U,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,-0.0,113.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,114.0
2005-11-21 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/neutral,-0.0,115.0
2006-08-17 00:00:00,-0.0,M,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,29.0,116.0
2006-08-02 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/neutral,21.45,117.0
2006-07-31 00:00:00,-0.0,M,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,9.99,118.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/In-Line,11.37,119.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,10.44,120.0
2006-07-27 00:00:00,-0.0,U,-2147483648,,Numis,Not Provided,5,buy,13.04,121.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Bridgewell Securities Ltd,Not Provided,1,sell,-0.0,122.0
2006-07-03 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,12.88,123.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,124.0
2006-06-14 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,125.0
2006-06-07 00:00:00,-0.0,M,-2147483648,,HSBC,Not Provided,3,neutral,10.53,126.0
2006-03-22 00:00:00,-0.0,N,-2147483648,,Stifel,Not Provided,3,hold,-0.0,127.0
2006-02-23 00:00:00,-0.0,D,-2147483648,,CIBC World Markets,Not Provided,1,sector underperform,-0.0,128.0
2006-02-08 00:00:00,-0.0,U,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,-0.0,129.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,130.0
2005-11-21 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/neutral,-0.0,131.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,13.88,132.0
2006-09-08 00:00:00,-0.0,D,-2147483648,,Stifel,Not Provided,1,sell,-0.0,133.0
2006-09-07 00:00:00,-0.0,M,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,31.0,134.0
2006-08-02 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/neutral,21.45,135.0
2006-07-31 00:00:00,-0.0,M,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,9.99,136.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/In-Line,11.37,137.0
2006-07-28 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,10.44,138.0
2006-07-27 00:00:00,-0.0,U,-2147483648,,Numis,Not Provided,5,buy,13.04,139.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Bridgewell Securities Ltd,Not Provided,1,sell,-0.0,140.0
2006-07-03 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,12.88,141.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,142.0
2006-06-14 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,143.0
2006-06-07 00:00:00,-0.0,M,-2147483648,,HSBC,Not Provided,3,neutral,10.53,144.0
2006-02-23 00:00:00,-0.0,D,-2147483648,,CIBC World Markets,Not Provided,1,sector underperform,-0.0,145.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,146.0
2005-11-21 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line/neutral,-0.0,147.0
2006-10-27 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,11.29,148.0
2006-10-27 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,14.13,149.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,0.43,150.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,22.73,151.0
2006-10-23 00:00:00,-0.0,M,-2147483648,,CIBC World Markets,Not Provided,1,sector underperform,-0.0,152.0
2006-10-20 00:00:00,-0.0,M,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,33.0,153.0
2006-10-19 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/In-Line,12.77,154.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,13.88,155.0
2006-09-08 00:00:00,-0.0,D,-2147483648,,Stifel,Not Provided,1,sell,-0.0,156.0
2006-07-31 00:00:00,-0.0,M,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,9.99,157.0
2006-07-27 00:00:00,-0.0,U,-2147483648,,Numis,Not Provided,5,buy,13.04,158.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Bridgewell Securities Ltd,Not Provided,1,sell,-0.0,159.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,160.0
2006-06-14 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,161.0
2006-06-07 00:00:00,-0.0,M,-2147483648,,HSBC,Not Provided,3,neutral,10.53,162.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,163.0
2006-11-29 00:00:00,-0.0,D,-2147483648,,Morgan Stanley,12 month,3,Equalwt/In-Line,12.08,164.0
2006-11-20 00:00:00,-0.0,D,-2147483648,,Buckingham Research Group,Not Provided,3,neutral,-0.0,165.0
2006-11-07 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,166.0
2006-10-27 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,11.29,167.0
2006-10-27 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,14.13,168.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,0.43,169.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,22.73,170.0
2006-10-23 00:00:00,-0.0,M,-2147483648,,CIBC World Markets,Not Provided,1,sector underperform,-0.0,171.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,13.88,172.0
2006-09-08 00:00:00,-0.0,D,-2147483648,,Stifel,Not Provided,1,sell,-0.0,173.0
2006-07-31 00:00:00,-0.0,M,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,9.99,174.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Bridgewell Securities Ltd,Not Provided,1,sell,-0.0,175.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,176.0
2006-06-07 00:00:00,-0.0,M,-2147483648,,HSBC,Not Provided,3,neutral,10.53,177.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,178.0
2006-12-29 00:00:00,-0.0,U,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,32.0,179.0
2006-11-29 00:00:00,-0.0,D,-2147483648,,Morgan Stanley,12 month,3,Equalwt/In-Line,12.08,180.0
2006-11-07 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,181.0
2006-10-27 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,11.29,182.0
2006-10-27 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,14.13,183.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,0.43,184.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,22.73,185.0
2006-10-23 00:00:00,-0.0,M,-2147483648,,CIBC World Markets,Not Provided,1,sector underperform,-0.0,186.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,13.88,187.0
2006-09-08 00:00:00,-0.0,D,-2147483648,,Stifel,Not Provided,1,sell,-0.0,188.0
2006-07-31 00:00:00,-0.0,M,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,9.99,189.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Bridgewell Securities Ltd,Not Provided,1,sell,-0.0,190.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,191.0
2006-06-07 00:00:00,-0.0,M,-2147483648,,HSBC,Not Provided,3,neutral,10.53,192.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,193.0
2007-01-31 00:00:00,-0.0,U,-2147483648,,Dresdner Kleinwort,Not Provided,5,buy,13.25,194.0
2007-01-17 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,13.01,195.0
2007-01-16 00:00:00,-0.0,U,-2147483648,,CIBC World Markets,Not Provided,5,sector outperform,28.0,196.0
2006-12-29 00:00:00,-0.0,U,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,32.0,197.0
2006-11-29 00:00:00,-0.0,D,-2147483648,,Morgan Stanley,12 month,3,Equalwt/In-Line,12.08,198.0
2006-11-07 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,199.0
2006-10-27 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,14.13,200.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,0.43,201.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,22.73,202.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,13.88,203.0
2006-09-08 00:00:00,-0.0,D,-2147483648,,Stifel,Not Provided,1,sell,-0.0,204.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Bridgewell Securities Ltd,Not Provided,1,sell,-0.0,205.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,206.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,207.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,14.65,208.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,12.89,209.0
2007-02-13 00:00:00,-0.0,M,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,33.0,210.0
2007-02-06 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/In-Line,13.29,211.0
2007-01-31 00:00:00,-0.0,U,-2147483648,,Dresdner Kleinwort,Not Provided,5,buy,13.25,212.0
2007-01-16 00:00:00,-0.0,U,-2147483648,,CIBC World Markets,Not Provided,5,sector outperform,28.0,213.0
2006-11-07 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,214.0
2006-10-27 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,14.13,215.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,0.43,216.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,22.73,217.0
2006-09-08 00:00:00,-0.0,D,-2147483648,,Stifel,Not Provided,1,sell,-0.0,218.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Bridgewell Securities Ltd,Not Provided,1,sell,-0.0,219.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,220.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,221.0
2007-03-30 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,Not Provided,3,hold,24.61,222.0
2007-03-29 00:00:00,-0.0,N,-2147483648,,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,1,underperform,-0.0,223.0
2007-03-28 00:00:00,-0.0,N,-2147483648,,Evolution Securities,Not Provided,4,add,11.78,224.0
2007-03-05 00:00:00,-0.0,M,-2147483648,,Buckingham Research Group,Not Provided,5,strong buy,30.0,225.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,14.65,226.0
2007-02-15 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,12.89,227.0
2007-02-06 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,3,Equalwt/In-Line,13.29,228.0
2007-01-31 00:00:00,-0.0,U,-2147483648,,Dresdner Kleinwort,Not Provided,5,buy,13.25,229.0
2007-01-16 00:00:00,-0.0,U,-2147483648,,CIBC World Markets,Not Provided,5,sector outperform,28.0,230.0
2006-11-07 00:00:00,-0.0,M,-2147483648,,Charles Stanley Securities,Not Provided,3,hold,-0.0,231.0
2006-10-27 00:00:00,-0.0,M,-2147483648,,MF Global Equities Research,Not Provided,5,buy,14.13,232.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,0.43,233.0
2006-10-25 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,22.73,234.0
2006-09-08 00:00:00,-0.0,D,-2147483648,,Stifel,Not Provided,1,sell,-0.0,235.0
2006-07-24 00:00:00,-0.0,N,-2147483648,,Bridgewell Securities Ltd,Not Provided,1,sell,-0.0,236.0
2006-06-23 00:00:00,-0.0,M,-2147483648,,Teathers,Not Provided,3,hold,-0.0,237.0
2006-02-07 00:00:00,-0.0,N,-2147483648,,Altium Capital Ltd,Not Provided,1,sell,6.98,238.0
2007-04-27 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,5,overwt/positive,14.37,239.0
2007-04-26 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,neutral/neutral,24.0,240.0
2007-04-26 00:00:00,-0.0,M,-2147483648,,"Keefe, Bruyette & Woods",Not Provided,3,market perform,13.14,241.0
